Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Cluster
26,-1.7143943115348286,Male,Hoodie,Clothing,-1.467943466271536,Texas,M,Silver,Summer,-0.20938727854524114,Yes,Express,0.0,Yes,-0.7858306710129407,PayPal,0.0,1
27,-0.39909282432937715,Male,Jewelry,Accessories,-1.6790711138939531,Nevada,M,Red,Spring,-0.20938727854524114,Yes,Next Day Air,0.0,Yes,-0.8550574699772846,Credit Card,0.0,1
28,0.7846785141555291,Male,Shorts,Clothing,-0.1589520510125491,Kentucky,L,Cyan,Summer,1.745562346723256,Yes,Next Day Air,0.0,Yes,-1.2704182637633479,Bank Transfer,0.0,0
29,0.653148365434984,Male,Handbag,Accessories,1.4456180709178221,North Carolina,M,Gray,Fall,0.9077267930367577,Yes,Free Shipping,0.0,Yes,1.0832929010243446,PayPal,0.0,0
30,-0.8594483448512852,Male,Dress,Clothing,-0.49675628720841675,Wyoming,S,Black,Fall,0.48880901619350725,Yes,Store Pickup,0.0,Yes,-0.7858306710129407,Credit Card,0.0,1
31,0.8504435885158017,Male,Jewelry,Accessories,-1.2145902891246352,North Carolina,L,Black,Winter,1.326644569880007,Yes,Standard,0.0,Yes,-0.647377073084253,Credit Card,0.0,1
32,-0.72791819613074,Male,Dress,Clothing,0.8122351280505702,West Virginia,L,Brown,Winter,1.326644569880007,Yes,Store Pickup,0.0,Yes,1.3602000968817203,Venmo,0.0,0
33,-0.5306229730499223,Male,Jacket,Outerwear,0.30552877375676885,Kansas,M,Silver,Summer,1.6059230877755069,Yes,Free Shipping,0.0,Yes,0.806385705166969,Venmo,0.0,0
34,0.653148365434984,Male,Pants,Clothing,-0.9190115824532512,Colorado,L,Green,Summer,-0.628305055388491,Yes,Store Pickup,0.0,Yes,1.3602000968817203,Cash,0.0,3
35,-0.5306229730499223,Male,T-shirt,Clothing,1.3189414823443717,North Dakota,L,Violet,Spring,1.1870053109322565,Yes,2-Day Shipping,0.0,Yes,0.8756125041313129,PayPal,0.0,0
36,0.653148365434984,Male,Blouse,Clothing,-1.1301392300756683,Massachusetts,M,Cyan,Summer,0.349169757245758,Yes,2-Day Shipping,0.0,Yes,1.567880493774752,Credit Card,0.0,3
37,-0.5963880474101949,Male,T-shirt,Clothing,0.3899798328057357,Illinois,M,Maroon,Winter,1.1870053109322565,Yes,Free Shipping,0.0,Yes,1.2909732979173763,PayPal,0.0,0
38,-0.5963880474101949,Male,Jeans,Clothing,-0.6234328757818671,Indiana,S,Cyan,Summer,-1.32650135012724,Yes,Store Pickup,0.0,Yes,-1.0627378668703162,PayPal,0.0,2
39,-0.9909784935718303,Male,Dress,Clothing,-0.9612371119777346,Florida,M,Red,Winter,-0.06974801959749122,Yes,2-Day Shipping,0.0,Yes,1.2909732979173763,Venmo,0.0,1
40,1.7053895551993452,Male,Pants,Clothing,0.009950067085384689,Arizona,S,Turquoise,Summer,0.6284482751412579,Yes,Express,0.0,Yes,-0.5089234751555651,Credit Card,0.0,0
41,1.6396244808390728,Male,Handbag,Accessories,0.6855585394771199,Louisiana,L,Beige,Winter,1.1870053109322565,Yes,Next Day Air,0.0,Yes,0.3910249113809056,Debit Card,0.0,0
42,1.5080943321185274,Male,Scarf,Accessories,-0.8767860529287678,Alaska,M,Orange,Spring,1.0473660519845072,Yes,Standard,0.0,Yes,1.0140661020600008,Venmo,0.0,0
43,-1.5828641628142834,Male,Coat,Outerwear,1.6989712480647228,Tennessee,M,Beige,Spring,0.48880901619350725,Yes,Free Shipping,0.0,Yes,-0.7166038720485969,PayPal,0.0,2
44,-1.2540387910129207,Male,Scarf,Accessories,0.3899798328057357,Ohio,L,Lavender,Fall,-0.06974801959749122,Yes,Store Pickup,0.0,Yes,-0.43969667619122116,PayPal,0.0,2
45,-0.3333277499691046,Male,Hat,Accessories,-0.2856286395859995,Kentucky,S,Silver,Summer,1.1870053109322565,Yes,Free Shipping,0.0,Yes,1.3602000968817203,PayPal,0.0,0
46,0.39008806799389373,Male,Socks,Clothing,-1.6368455843694698,Tennessee,XL,Indigo,Fall,-1.18686209117949,Yes,2-Day Shipping,0.0,Yes,-0.024335882405157817,PayPal,0.0,3
47,0.8504435885158017,Male,Shirt,Clothing,-0.707883934830834,California,L,White,Summer,-1.18686209117949,Yes,Store Pickup,0.0,Yes,1.3602000968817203,Cash,0.0,3
48,0.7189134397952566,Male,Jewelry,Accessories,-0.24340311006151602,Montana,M,Charcoal,Winter,1.0473660519845072,Yes,Free Shipping,0.0,Yes,0.737158906202625,Cash,0.0,0
49,-0.13603252688828688,Male,Shirt,Clothing,-0.20117758053703258,Nevada,M,Orange,Summer,-1.4661406090749893,Yes,Store Pickup,0.0,Yes,0.8756125041313129,Cash,0.0,3
50,1.5738594064788,Male,Hoodie,Clothing,-1.2568158186491187,New Jersey,S,Indigo,Spring,1.1870053109322565,Yes,Next Day Air,0.0,Yes,0.5987053082739372,Debit Card,0.0,3
51,0.32432299363362116,Male,Blouse,Clothing,-1.3412668776980856,Maryland,M,Red,Spring,-0.06974801959749122,Yes,Store Pickup,0.0,Yes,0.9448393030956567,Debit Card,0.0,3
52,0.981973737236347,Male,Skirt,Clothing,-0.03227546243909876,Vermont,XL,Gray,Winter,1.326644569880007,Yes,2-Day Shipping,0.0,Yes,-1.2704182637633479,Credit Card,0.0,0
53,-0.13603252688828688,Male,T-shirt,Clothing,-1.6790711138939531,Alaska,M,Green,Summer,-1.6057798680227393,Yes,Free Shipping,0.0,Yes,0.04489091655918608,Credit Card,0.0,3
54,-0.9909784935718303,Male,Skirt,Clothing,-1.5101689957960194,Mississippi,S,Peach,Winter,0.20953049829800802,Yes,Next Day Air,0.0,Yes,0.6679321072382811,Credit Card,0.0,1
55,0.192792844913076,Male,Coat,Outerwear,1.4456180709178221,New Mexico,M,Brown,Summer,0.6284482751412579,Yes,Next Day Air,0.0,Yes,0.6679321072382811,Debit Card,0.0,0
56,-0.267562675608832,Male,Jacket,Outerwear,-1.3412668776980856,South Carolina,M,Lavender,Winter,-1.0472228322317403,Yes,2-Day Shipping,0.0,Yes,1.6371072927390957,Credit Card,0.0,3
57,-0.20179760124855944,Male,Backpack,Accessories,0.5588819509036695,Mississippi,XL,Brown,Summer,1.326644569880007,Yes,Store Pickup,0.0,Yes,1.429426895846064,Credit Card,0.0,0
58,-1.517099088454011,Male,Coat,Outerwear,0.1788521851833185,West Virginia,M,White,Summer,0.9077267930367577,Yes,Store Pickup,0.0,Yes,-0.578150274119909,Debit Card,0.0,1
59,1.6396244808390728,Male,Hoodie,Clothing,-0.24340311006151602,Missouri,M,Charcoal,Summer,0.6284482751412579,Yes,Free Shipping,0.0,Yes,0.2525713134522178,Venmo,0.0,0
60,1.2450340346774371,Male,Belt,Accessories,0.8122351280505702,Louisiana,L,Yellow,Spring,1.1870053109322565,Yes,Standard,0.0,Yes,-1.4780986606563795,Debit Card,0.0,0
61,0.39008806799389373,Male,Sweater,Clothing,-0.9612371119777346,Idaho,L,Brown,Summer,0.349169757245758,Yes,Express,0.0,Yes,-0.578150274119909,Cash,0.0,1
62,0.7189134397952566,Male,Scarf,Accessories,0.3477543032812523,Texas,M,Orange,Winter,1.326644569880007,Yes,Store Pickup,0.0,Yes,-0.3012430782625334,Credit Card,0.0,0
63,-0.9252134192115578,Male,Sneakers,Footwear,-1.6368455843694698,Mississippi,S,Magenta,Spring,0.0698912393502581,Yes,Free Shipping,0.0,Yes,0.3910249113809056,Credit Card,0.0,1
64,-0.72791819613074,Male,Sunglasses,Accessories,0.8122351280505702,Arizona,L,Lavender,Winter,-1.4661406090749893,Yes,2-Day Shipping,0.0,Yes,1.2217464989530324,Credit Card,0.0,2
65,1.3765641833979823,Male,Boots,Footwear,0.9811372461485041,Alabama,S,Green,Fall,1.4662838288277562,Yes,Standard,0.0,Yes,-0.5089234751555651,Debit Card,0.0,0
66,1.3765641833979823,Male,Backpack,Accessories,-1.003462641502218,New Jersey,M,Purple,Spring,1.4662838288277562,Yes,2-Day Shipping,0.0,Yes,1.2909732979173763,Venmo,0.0,0
67,-0.8594483448512852,Male,Blouse,Clothing,1.4456180709178221,Pennsylvania,S,Magenta,Winter,1.326644569880007,Yes,2-Day Shipping,0.0,Yes,-1.5473254596207235,Venmo,0.0,2
68,0.06126269619253086,Male,Coat,Outerwear,-1.1301392300756683,Connecticut,L,Gray,Winter,0.9077267930367577,Yes,Store Pickup,0.0,Yes,1.6371072927390957,Debit Card,0.0,1
69,0.8504435885158017,Male,Handbag,Accessories,-0.5812073462573836,Utah,L,Silver,Summer,0.20953049829800802,Yes,Next Day Air,0.0,Yes,-0.3012430782625334,Cash,0.0,3
70,0.2585579192733486,Male,Belt,Accessories,0.43220536233021917,Tennessee,S,Cyan,Summer,0.9077267930367577,Yes,Express,0.0,Yes,-1.4088718616920357,Cash,0.0,0
71,-1.4513340140937383,Male,Belt,Accessories,-1.299041348173602,Alabama,M,Magenta,Fall,0.6284482751412579,Yes,Express,0.0,Yes,0.4602517103452495,Debit Card,0.0,1
72,-0.5306229730499223,Male,Dress,Clothing,-0.49675628720841675,Virginia,L,Gold,Summer,-1.18686209117949,Yes,Express,0.0,Yes,0.5987053082739372,Bank Transfer,0.0,3
73,-1.7143943115348286,Male,Dress,Clothing,-1.4257179367470525,Georgia,M,Olive,Winter,-1.18686209117949,Yes,Store Pickup,0.0,Yes,-0.3012430782625334,Bank Transfer,0.0,1
74,0.2585579192733486,Male,Pants,Clothing,1.065588305197471,Hawaii,M,Teal,Spring,-1.4661406090749893,Yes,Free Shipping,0.0,Yes,1.2217464989530324,Bank Transfer,0.0,3
75,0.32432299363362116,Male,Gloves,Accessories,-0.07450099196358222,Indiana,L,Violet,Spring,1.0473660519845072,Yes,Express,0.0,Yes,-1.5473254596207235,Cash,0.0,1
76,1.3107991090377098,Male,Scarf,Accessories,1.065588305197471,Utah,M,Blue,Summer,-1.4661406090749893,Yes,Free Shipping,0.0,Yes,-0.3012430782625334,Credit Card,0.0,3
77,0.39008806799389373,Male,Hat,Accessories,-0.707883934830834,Delaware,S,Teal,Summer,0.6284482751412579,Yes,Free Shipping,0.0,Yes,0.4602517103452495,Venmo,0.0,1
78,-1.4513340140937383,Male,Dress,Clothing,-0.2856286395859995,Delaware,L,Gold,Summer,-0.628305055388491,Yes,Next Day Air,0.0,Yes,0.737158906202625,Debit Card,0.0,2
79,0.39008806799389373,Male,Skirt,Clothing,1.3189414823443717,Nebraska,M,Maroon,Spring,1.326644569880007,Yes,Free Shipping,0.0,Yes,1.7063340917034397,Venmo,0.0,0
80,-0.39909282432937715,Male,Jacket,Outerwear,1.530069129966789,Iowa,M,Olive,Winter,-1.6057798680227393,Yes,2-Day Shipping,0.0,Yes,1.2217464989530324,Bank Transfer,0.0,2
81,-1.6486292371745561,Male,Sandals,Footwear,0.5166564213791861,New York,XL,Blue,Summer,-0.628305055388491,Yes,Store Pickup,0.0,Yes,-0.09356268136950172,Credit Card,0.0,2
82,1.5080943321185274,Male,Shoes,Footwear,1.530069129966789,Virginia,L,Maroon,Summer,-1.6057798680227393,Yes,Express,0.0,Yes,0.737158906202625,Credit Card,0.0,3
83,-1.6486292371745561,Male,Pants,Clothing,-1.3412668776980856,Georgia,S,Olive,Spring,0.349169757245758,Yes,2-Day Shipping,0.0,Yes,-0.3012430782625334,Credit Card,0.0,1
84,-0.5306229730499223,Male,Dress,Clothing,-0.8345605234042843,Texas,M,Turquoise,Summer,0.48880901619350725,Yes,Standard,0.0,Yes,0.5987053082739372,Bank Transfer,0.0,1
85,0.5216182167144389,Male,Coat,Outerwear,-1.1723647596001519,Arizona,S,Peach,Spring,0.9077267930367577,Yes,Standard,0.0,Yes,1.1525196999886884,Bank Transfer,0.0,1
86,0.5873832910747114,Male,Sunglasses,Accessories,1.4878436004423055,New Mexico,M,Charcoal,Winter,1.0473660519845072,Yes,Next Day Air,0.0,Yes,-1.6165522585850673,Debit Card,0.0,0
87,-1.3198038653731932,Male,Hoodie,Clothing,-0.7923349938798009,Nevada,L,Pink,Spring,-0.06974801959749122,Yes,2-Day Shipping,0.0,Yes,1.498653694810408,Cash,0.0,1
88,0.5216182167144389,Male,Shoes,Footwear,-0.2856286395859995,Ohio,M,Green,Fall,-0.06974801959749122,Yes,2-Day Shipping,0.0,Yes,1.2909732979173763,Debit Card,0.0,3
89,-0.72791819613074,Male,T-shirt,Clothing,-0.5389818167329001,Wyoming,M,Orange,Fall,-0.3490265374929911,Yes,Free Shipping,0.0,Yes,0.6679321072382811,Credit Card,0.0,1
90,0.192792844913076,Male,Jacket,Outerwear,0.9811372461485041,California,XL,Pink,Fall,-0.20938727854524114,Yes,Next Day Air,0.0,Yes,-0.7166038720485969,Cash,0.0,2
91,-1.2540387910129207,Male,Hat,Accessories,-0.49675628720841675,South Carolina,L,Violet,Summer,-1.18686209117949,Yes,Express,0.0,Yes,0.2525713134522178,Credit Card,0.0,2
92,-0.004502378167741722,Male,Scarf,Accessories,1.6567457185402394,South Carolina,S,Green,Winter,1.1870053109322565,Yes,Standard,0.0,Yes,-0.5089234751555651,Credit Card,0.0,0
93,1.113503885956892,Male,Jacket,Outerwear,1.150039364246438,Texas,M,Olive,Winter,0.9077267930367577,Yes,2-Day Shipping,0.0,Yes,-0.8550574699772846,Venmo,0.0,0
94,-0.4648578986896497,Male,Sweater,Clothing,0.09440112613435159,Florida,M,Purple,Fall,1.0473660519845072,Yes,Standard,0.0,Yes,1.429426895846064,Credit Card,0.0,0
95,0.9162086628760744,Male,Skirt,Clothing,0.6855585394771199,Nevada,S,Silver,Spring,1.1870053109322565,Yes,Free Shipping,0.0,Yes,0.18334451448787387,Credit Card,0.0,0
96,-0.4648578986896497,Male,Sneakers,Footwear,1.6989712480647228,Missouri,L,Pink,Fall,0.0698912393502581,Yes,Free Shipping,0.0,Yes,1.567880493774752,PayPal,0.0,0
97,-0.7936832704910126,Male,Gloves,Accessories,0.5588819509036695,Delaware,S,Gold,Spring,-0.20938727854524114,Yes,Express,0.0,Yes,1.2217464989530324,Venmo,0.0,2
98,-1.517099088454011,Male,Shoes,Footwear,1.3611670118688552,Virginia,M,Teal,Winter,1.4662838288277562,Yes,Store Pickup,0.0,Yes,0.806385705166969,Cash,0.0,0
99,-1.5828641628142834,Male,Jeans,Clothing,0.30552877375676885,New York,XL,Teal,Spring,-1.6057798680227393,Yes,Next Day Air,0.0,Yes,-0.3704698772268773,Bank Transfer,0.0,2
100,-1.188273716652648,Male,Hoodie,Clothing,-0.8345605234042843,Missouri,XL,Indigo,Summer,-0.06974801959749122,Yes,Express,0.0,Yes,0.5294785093095933,Debit Card,0.0,1
101,1.1792689603171647,Male,Sunglasses,Accessories,1.614520189015756,South Dakota,M,Maroon,Fall,-1.4661406090749893,Yes,Express,0.0,Yes,0.3910249113809056,Cash,0.0,3
102,-1.1225086422923753,Male,Coat,Outerwear,1.065588305197471,North Dakota,XL,White,Spring,1.1870053109322565,Yes,Express,0.0,Yes,1.7063340917034397,Credit Card,0.0,0
103,0.4558531423541663,Male,Socks,Clothing,0.30552877375676885,Oklahoma,L,Violet,Winter,1.4662838288277562,Yes,Next Day Air,0.0,Yes,0.6679321072382811,Credit Card,0.0,0
104,0.653148365434984,Male,Boots,Footwear,1.2344904232954048,West Virginia,L,Red,Winter,0.349169757245758,Yes,Next Day Air,0.0,Yes,-0.23201627929818952,Venmo,0.0,0
105,0.7189134397952566,Male,Sunglasses,Accessories,-1.5101689957960194,New Hampshire,L,Pink,Spring,0.9077267930367577,Yes,2-Day Shipping,0.0,Yes,-1.6857790575494114,PayPal,0.0,1
106,1.6396244808390728,Male,Backpack,Accessories,1.530069129966789,New York,M,Charcoal,Fall,-0.20938727854524114,Yes,Next Day Air,0.0,Yes,-1.4780986606563795,Bank Transfer,0.0,0
107,1.3107991090377098,Male,Jacket,Outerwear,-1.0456881710267014,Minnesota,L,White,Summer,-0.06974801959749122,Yes,Standard,0.0,Yes,0.3910249113809056,Credit Card,0.0,3
108,-1.056743567932103,Male,Sneakers,Footwear,0.30552877375676885,Maryland,L,Olive,Winter,-0.9075835732839902,Yes,Next Day Air,0.0,Yes,1.429426895846064,PayPal,0.0,2
109,1.7053895551993452,Male,Socks,Clothing,0.8122351280505702,Montana,L,Purple,Spring,-0.488665796440741,Yes,Next Day Air,0.0,Yes,0.4602517103452495,Bank Transfer,0.0,3
110,0.9162086628760744,Male,T-shirt,Clothing,1.065588305197471,Alabama,M,Violet,Spring,-1.6057798680227393,Yes,Next Day Air,0.0,Yes,1.2217464989530324,Bank Transfer,0.0,3
111,0.7846785141555291,Male,Backpack,Accessories,-1.4257179367470525,New York,M,Black,Summer,0.349169757245758,Yes,Standard,0.0,Yes,0.04489091655918608,Venmo,0.0,3
112,-1.188273716652648,Male,Belt,Accessories,0.6433330099526364,Massachusetts,L,Purple,Summer,1.745562346723256,Yes,Free Shipping,0.0,Yes,-1.13196466583466,Credit Card,0.0,1
113,-0.4648578986896497,Male,Gloves,Accessories,0.22107771470780194,Florida,M,Red,Spring,0.7680875340890072,Yes,Free Shipping,0.0,Yes,0.18334451448787387,PayPal,0.0,0
114,-0.004502378167741722,Male,Hat,Accessories,-0.24340311006151602,New Jersey,L,Maroon,Winter,-0.9075835732839902,Yes,Next Day Air,0.0,Yes,-0.3704698772268773,PayPal,0.0,3
115,1.7053895551993452,Male,Coat,Outerwear,1.4878436004423055,Massachusetts,S,Blue,Summer,-0.06974801959749122,Yes,Store Pickup,0.0,Yes,-1.13196466583466,Cash,0.0,0
116,0.5873832910747114,Male,Skirt,Clothing,1.4456180709178221,Wyoming,M,Gray,Spring,0.0698912393502581,Yes,Standard,0.0,Yes,1.567880493774752,Debit Card,0.0,0
117,0.7189134397952566,Male,Shoes,Footwear,1.1078138347219546,Virginia,S,Blue,Spring,-0.488665796440741,Yes,Free Shipping,0.0,Yes,-0.9242842689416285,Venmo,0.0,2
118,0.39008806799389373,Male,Sandals,Footwear,-1.1723647596001519,South Dakota,L,Yellow,Summer,1.1870053109322565,Yes,Express,0.0,Yes,0.2525713134522178,Cash,0.0,1
119,0.39008806799389373,Male,Sweater,Clothing,-0.6234328757818671,Kentucky,L,Orange,Fall,1.4662838288277562,Yes,2-Day Shipping,0.0,Yes,0.11411771552352998,Cash,0.0,1
120,-0.39909282432937715,Male,Coat,Outerwear,0.6855585394771199,Wyoming,M,Orange,Fall,0.7680875340890072,Yes,Express,0.0,Yes,1.2909732979173763,Cash,0.0,0
121,1.3107991090377098,Male,Hat,Accessories,1.0233627756729875,West Virginia,L,Red,Summer,0.349169757245758,Yes,Express,0.0,Yes,0.4602517103452495,Bank Transfer,0.0,0
122,-1.6486292371745561,Male,Shorts,Clothing,0.5166564213791861,Virginia,M,Olive,Winter,0.6284482751412579,Yes,Standard,0.0,Yes,-0.9935110679059724,Cash,0.0,2
123,-0.267562675608832,Male,Backpack,Accessories,-0.8345605234042843,Washington,L,Brown,Spring,1.4662838288277562,Yes,2-Day Shipping,0.0,Yes,1.2909732979173763,Cash,0.0,1
124,0.8504435885158017,Male,Sweater,Clothing,1.2344904232954048,Louisiana,L,Brown,Fall,-0.9075835732839902,Yes,Free Shipping,0.0,Yes,1.429426895846064,Cash,0.0,3
125,-0.004502378167741722,Male,Sweater,Clothing,1.1078138347219546,Nevada,M,Gray,Spring,-0.9075835732839902,Yes,Next Day Air,0.0,Yes,1.7063340917034397,PayPal,0.0,2
126,0.32432299363362116,Male,Shorts,Clothing,-0.24340311006151602,California,M,Indigo,Winter,-0.20938727854524114,Yes,Next Day Air,0.0,Yes,1.3602000968817203,Venmo,0.0,3
127,-0.0702674525280143,Male,Shorts,Clothing,-1.003462641502218,Mississippi,L,Pink,Spring,0.20953049829800802,Yes,Store Pickup,0.0,Yes,1.567880493774752,Cash,0.0,1
128,-1.3198038653731932,Male,Sweater,Clothing,1.2344904232954048,Mississippi,M,Gray,Winter,1.4662838288277562,Yes,Next Day Air,0.0,Yes,0.04489091655918608,Credit Card,0.0,0
129,-1.5828641628142834,Male,Scarf,Accessories,-1.1723647596001519,California,M,Gold,Spring,1.326644569880007,Yes,Standard,0.0,Yes,-0.3012430782625334,Credit Card,0.0,1
130,-1.3198038653731932,Male,Dress,Clothing,0.30552877375676885,Pennsylvania,XL,Olive,Summer,0.6284482751412579,Yes,2-Day Shipping,0.0,Yes,1.6371072927390957,PayPal,0.0,1
131,-0.004502378167741722,Male,Scarf,Accessories,-0.8767860529287678,Kentucky,L,Violet,Fall,-0.06974801959749122,Yes,Next Day Air,0.0,Yes,-0.8550574699772846,PayPal,0.0,1
132,-1.056743567932103,Male,Skirt,Clothing,-1.299041348173602,Maine,L,Indigo,Summer,0.20953049829800802,Yes,Standard,0.0,Yes,1.429426895846064,Credit Card,0.0,1
133,-0.9252134192115578,Male,Backpack,Accessories,-0.07450099196358222,New Mexico,M,Orange,Fall,1.326644569880007,Yes,2-Day Shipping,0.0,Yes,1.1525196999886884,PayPal,0.0,1
134,0.5216182167144389,Male,Sweater,Clothing,0.22107771470780194,Montana,M,Violet,Winter,-1.745419126970489,Yes,Next Day Air,0.0,Yes,-0.024335882405157817,Venmo,0.0,3
135,-0.0702674525280143,Male,Hat,Accessories,1.4456180709178221,Texas,L,Gray,Fall,1.6059230877755069,Yes,Store Pickup,0.0,Yes,-0.024335882405157817,Cash,0.0,0
136,-0.0702674525280143,Male,Sandals,Footwear,0.8966861870995372,Kansas,M,Purple,Fall,0.48880901619350725,Yes,Express,0.0,Yes,-0.9242842689416285,PayPal,0.0,0
137,-0.3333277499691046,Male,Blouse,Clothing,1.1078138347219546,South Carolina,M,White,Winter,-0.628305055388491,Yes,Free Shipping,0.0,Yes,-1.4780986606563795,Debit Card,0.0,2
138,1.5738594064788,Male,Sneakers,Footwear,-0.707883934830834,Colorado,M,Turquoise,Spring,1.326644569880007,Yes,Free Shipping,0.0,Yes,0.8756125041313129,PayPal,0.0,0
139,1.5738594064788,Male,Skirt,Clothing,-1.299041348173602,Georgia,M,Maroon,Winter,0.9077267930367577,Yes,Store Pickup,0.0,Yes,1.1525196999886884,Bank Transfer,0.0,3
140,0.32432299363362116,Male,Coat,Outerwear,1.4878436004423055,Florida,M,White,Fall,0.0698912393502581,Yes,Store Pickup,0.0,Yes,0.3217981124165617,Venmo,0.0,0
141,1.2450340346774371,Male,Shirt,Clothing,-1.3412668776980856,North Carolina,L,Yellow,Fall,0.20953049829800802,Yes,2-Day Shipping,0.0,Yes,1.7063340917034397,Credit Card,0.0,3
